QID	Peptide	Unmod Peptide	References	Alignment Score	Min E-Value	Query Start	Query End	Num Identical
383			[('tr_B3KM87_B3KM87_HUMAN', 280, 292), ('sp_P43243-2_MATR3_HUMAN', 330, 342), ('gi_303227928_ref_NP_001181885.1_', 330, 342), ('tr_D6REM6_D6REM6_HUMAN', 618, 630), ('sp_P43243_MATR3_HUMAN', 618, 630), ('gi_62750354_ref_NP_954659.1_', 618, 630), ('gi_21626466_ref_NP_061322.2_', 618, 630), ('gi_303227924_ref_NP_001181883.1_', 618, 630), ('gi_303227926_ref_NP_001181884.1_', 618, 630), ('tr_A8MXP9_A8MXP9_HUMAN', 618, 630)]	156	9.2e-08	1	13	13
16769			[('tr_F8VQY0_F8VQY0_HUMAN', 163, 183), ('tr_F8VPV9_F8VPV9_HUMAN', 449, 469), ('sp_P06576_ATPB_HUMAN', 460, 480), ('gi_32189394_ref_NP_001677.2_', 460, 480)]	120	0.00018	1	21	16
8578			[('sp_Q92616_GCN1L_HUMAN', 591, 599), ('gi_54607053_ref_NP_006827.1_', 591, 599)]	108	0.019	1	9	9
387			[('sp_P16403_H12_HUMAN', 157, 169), ('gi_4885375_ref_NP_005310.1_', 157, 169)]	132	1.4e-05	1	12	12
389			[('sp_P46781_RS9_HUMAN', 182, 194), ('gi_14141193_ref_NP_001004.2_', 182, 194)]	132	8.3e-06	2	14	12
16774			[('##tr_H7C144_H7C144_HUMAN', 221, 228), ('##tr_F5GXS2_F5GXS2_HUMAN', 226, 233), ('##tr_D6PXK4_D6PXK4_HUMAN', 226, 233), ('##sp_O43707_ACTN4_HUMAN', 226, 233), ('##gi_12025678_ref_NP_004915.2_', 226, 233)]	96	0.074	6	13	8
16775			[('##tr_K7EJI7_K7EJI7_HUMAN', 32, 38), ('sp_Q14116-2_IL18_HUMAN', 166, 172), ('gi_342349321_ref_NP_001230140.1_', 166, 172), ('sp_Q14116_IL18_HUMAN', 170, 176), ('gi_4504653_ref_NP_001553.1_', 170, 176), ('tr_H0YJH6_H0YJH6_HUMAN', 61, 70), ('##tr_K7EJZ9_K7EJZ9_HUMAN', 200, 206), ('sp_Q15884_F1892_HUMAN', 81, 87), ('gi_189027135_ref_NP_004807.3_', 81, 87), ('gi_189027139_ref_NP_001121080.1_', 81, 87), ('tr_Q8N6Z3_Q8N6Z3_HUMAN', 195, 205), ('##tr_K7EME4_K7EME4_HUMAN', 200, 206), ('tr_H7C0I1_H7C0I1_HUMAN', 126, 136), ('sp_Q3ZCX4-2_ZN568_HUMAN', 81, 89), ('gi_325651958_ref_NP_001191765.1_', 81, 89), ('gi_325651960_ref_NP_001191766.1_', 81, 89), ('sp_Q8NBF6-2_AVL9_HUMAN', 195, 205), ('tr_B8ZZW5_B8ZZW5_HUMAN', 195, 205), ('gi_325651956_ref_NP_001191764.1_', 144, 152), ('sp_Q3ZCX4_ZN568_HUMAN', 145, 153), ('gi_117956407_ref_NP_940941.2_', 145, 153), ('sp_Q8NBF6_AVL9_HUMAN', 195, 205), ('gi_57529131_ref_NP_055875.1_', 195, 205), ('sp_P42226-2_STAT6_HUMAN', 186, 195), ('tr_H3BV68_H3BV68_HUMAN', 297, 303), ('sp_P42226-3_STAT6_HUMAN', 250, 259), ('gi_296010868_ref_NP_001171551.1_', 250, 259), ('gi_296010870_ref_NP_001171552.1_', 250, 259), ('tr_C9J7I2_C9J7I2_HUMAN', 398, 404), ('sp_Q7Z3J2-2_CP062_HUMAN', 398, 404), ('sp_P42226_STAT6_HUMAN', 360, 369), ('gi_23397678_ref_NP_003144.3_', 360, 369), ('gi_296010864_ref_NP_001171549.1_', 360, 369), ('gi_296010866_ref_NP_001171550.1_', 360, 369), ('sp_O75969_AKAP3_HUMAN', 316, 322), ('gi_21493041_ref_NP_006413.2_', 316, 322), ('##sp_Q5T447_HECD3_HUMAN', 566, 572), ('##gi_157738609_ref_NP_078878.3_', 566, 572), ('tr_G5E9I3_G5E9I3_HUMAN', 481, 487), ('tr_F5H7K1_F5H7K1_HUMAN', 570, 576), ('sp_Q7Z3J2_CP062_HUMAN', 548, 554), ('tr_E7EWW0_E7EWW0_HUMAN', 637, 643), ('gi_304766523_ref_NP_064710.4_', 637, 643), ('sp_Q9H7F0_AT133_HUMAN', 204, 212), ('gi_148839292_ref_NP_078800.3_', 204, 212), ('##sp_Q9Y2H9_MAST1_HUMAN', 1291, 1297), ('##gi_45120119_ref_NP_055790.1_', 1291, 1297), ('##sp_Q5VT06_CE350_HUMAN', 2681, 2687), ('##gi_171184451_ref_NP_055625.4_', 2681, 2687)]	84	0.32	4	10	7
16776			[('sp_P43686-2_PRS6B_HUMAN', 13, 22), ('gi_24430155_ref_NP_694546.1_', 13, 22), ('sp_P43686_PRS6B_HUMAN', 13, 22), ('gi_5729991_ref_NP_006494.1_', 13, 22)]	120	0.00098	4	13	10
8585			[('tr_F8WFB6_F8WFB6_HUMAN', 107, 112), ('##sp_O15320-8_CTGE5_HUMAN', 279, 286), ('##sp_O15320-6_CTGE5_HUMAN', 279, 286), ('##gi_350994425_ref_NP_001234919.1_', 279, 286), ('##sp_Q96RT6_CTGE2_HUMAN', 251, 258), ('##gi_90819229_ref_NP_758441.2_', 251, 258), ('##sp_O15320-4_CTGE5_HUMAN', 246, 253), ('##sp_O15320-3_CTGE5_HUMAN', 279, 286), ('##gi_42740901_ref_NP_976231.1_', 279, 286), ('##tr_G3XAC5_G3XAC5_HUMAN', 279, 286), ('##gi_42740905_ref_NP_976229.1_', 279, 286), ('##sp_O15320_CTGE5_HUMAN', 279, 286), ('##gi_42740897_ref_NP_005921.2_', 279, 286), ('##sp_O15320-5_CTGE5_HUMAN', 279, 286), ('##gi_350994423_ref_NP_001234918.1_', 279, 286), ('##tr_G3V599_G3V599_HUMAN', 279, 286), ('##tr_E7EVG6_E7EVG6_HUMAN', 417, 424), ('##sp_Q5VV67-2_PPRC1_HUMAN', 679, 686), ('##sp_Q5VV67_PPRC1_HUMAN', 681, 688), ('##gi_40807452_ref_NP_055877.3_', 681, 688)]	72	5.8	8	13	6
18150			[('tr_E7EUT5_E7EUT5_HUMAN', 18, 32), ('tr_E7EUT4_E7EUT4_HUMAN', 51, 65), ('gi_378404908_ref_NP_001243728.1_', 51, 65), ('sp_P04406_G3P_HUMAN', 93, 107), ('gi_7669492_ref_NP_002037.2_', 93, 107)]	180	1.8e-10	8	22	15
395			[('tr_B4DH21_B4DH21_HUMAN', 451, 458), ('sp_O60583-2_CCNT2_HUMAN', 626, 633), ('gi_4502629_ref_NP_001232.1_', 626, 633), ('sp_O60583_CCNT2_HUMAN', 626, 633), ('gi_17978469_ref_NP_490595.1_', 626, 633)]	96	0.038	7	14	8
17773			[('tr_H7C189_H7C189_HUMAN', 141, 154), ('sp_Q13107-2_UBP4_HUMAN', 337, 350), ('gi_40795667_ref_NP_955475.1_', 337, 350), ('sp_Q13107_UBP4_HUMAN', 384, 397), ('gi_40795665_ref_NP_003354.2_', 384, 397)]	168	5.3e-09	7	20	14
16781			[('##tr_A2AB23_A2AB23_HUMAN', 16, 21), ('sp_Q5JTZ5_CI152_HUMAN', 12, 17), ('gi_163644318_ref_NP_001013011.2_', 12, 17), ('##tr_E9PKI1_E9PKI1_HUMAN', 182, 187), ('##tr_E9PQZ5_E9PQZ5_HUMAN', 182, 187), ('##tr_E9PQT8_E9PQT8_HUMAN', 208, 213), ('##sp_O43189-2_PHF1_HUMAN', 246, 251), ('##gi_4505777_ref_NP_002627.1_', 246, 251), ('##sp_O43189_PHF1_HUMAN', 356, 361), ('##gi_13435397_ref_NP_077084.1_', 356, 361)]	72	6.4	12	17	6
8590			[('sp_Q8IY81_SPB1_HUMAN', 304, 314), ('gi_194097365_ref_NP_060117.3_', 304, 314)]	132	4.2e-06	1	11	11
10989			[('##gi_397137932_ref_XP_003846665.1_', 26, 32), ('##gi_397138841_ref_XP_003846370.1_', 26, 32), ('##gi_410171110_ref_XP_003960146.1_', 26, 32), ('##tr_H0Y4U3_H0Y4U3_HUMAN', 229, 237), ('##gi_402478624_ref_NP_001257964.1_', 229, 237), ('##gi_348041254_ref_NP_001231682.1_', 230, 238), ('##tr_H0Y755_H0Y755_HUMAN', 250, 258), ('##tr_E9PG94_E9PG94_HUMAN', 250, 258), ('##gi_189083836_ref_NP_001121064.1_', 250, 258), ('##gi_50726979_ref_NP_000560.5_', 251, 259)]	84	0.5	12	18	7
16784			[('tr_H7C0E5_H7C0E5_HUMAN', 63, 83), ('tr_H7BZM7_H7BZM7_HUMAN', 120, 140), ('sp_O75312_ZPR1_HUMAN', 120, 140), ('gi_4508021_ref_NP_003895.1_', 120, 140)]	180	4e-10	1	21	19
9624			[('sp_Q9NQ88_TIGAR_HUMAN', 22, 37), ('gi_9966849_ref_NP_065108.1_', 22, 37)]	156	5.5e-08	9	24	15
403			[('sp_P16402_H13_HUMAN', 159, 169), ('gi_4885377_ref_NP_005311.1_', 159, 169)]	132	1.5e-05	1	11	11
8596			[('tr_H0YM15_H0YM15_HUMAN', 339, 346), ('sp_O95202_LETM1_HUMAN', 683, 690), ('gi_6912482_ref_NP_036450.1_', 683, 690)]	96	0.021	1	8	8
8597			[('##tr_E5RK20_E5RK20_HUMAN', 18, 23), ('##tr_I3NI02_I3NI02_HUMAN', 16, 21), ('tr_H0YE51_H0YE51_HUMAN', 12, 18), ('##tr_H0Y9C6_H0Y9C6_HUMAN', 105, 110), ('sp_Q9Y3D2_MSRB2_HUMAN', 51, 57), ('gi_117606353_ref_NP_036360.3_', 51, 57), ('sp_Q9Y4X0-4_AMMR1_HUMAN', 115, 120), ('gi_284413707_ref_NP_001165160.1_', 115, 120), ('##tr_Q68DZ5_Q68DZ5_HUMAN', 9, 16), ('tr_H7C1B7_H7C1B7_HUMAN', 104, 109), ('sp_O75436-2_VP26A_HUMAN', 67, 72), ('gi_78482614_ref_NP_001030337.1_', 67, 72), ('sp_Q9Y4X0-3_AMMR1_HUMAN', 201, 206), ('gi_70995235_ref_NP_001020751.1_', 201, 206), ('##tr_Q08AE9_Q08AE9_HUMAN', 288, 293), ('tr_F5H4L7_F5H4L7_HUMAN', 50, 55), ('tr_F5H7E4_F5H7E4_HUMAN', 40, 47), ('sp_Q6DCA0_AMERL_HUMAN', 216, 221), ('gi_312433966_ref_NP_001186069.1_', 216, 221), ('gi_42544151_ref_NP_113633.2_', 216, 221), ('##sp_Q5XKR4_OTP_HUMAN', 310, 315), ('##gi_14149760_ref_NP_115485.1_', 310, 315), ('sp_O75436_VP26A_HUMAN', 67, 72), ('gi_17978519_ref_NP_004887.2_', 67, 72), ('sp_Q9Y4X0_AMMR1_HUMAN', 238, 243), ('gi_7669554_ref_NP_056180.1_', 238, 243), ('##gi_39812055_ref_NP_945355.1_', 9, 16), ('##tr_B7Z3Z1_B7Z3Z1_HUMAN', 41, 46), ('tr_C9K0X5_C9K0X5_HUMAN', 9, 18), ('##sp_P32121-2_ARRB2_HUMAN', 9, 16), ('##gi_382545442_ref_NP_001244260.1_', 9, 16), ('##sp_P32121_ARRB2_HUMAN', 9, 16), ('##gi_4757780_ref_NP_004304.1_', 9, 16), ('##sp_P32121-3_ARRB2_HUMAN', 9, 16), ('##gi_382545254_ref_NP_001244259.1_', 9, 16), ('##sp_P32121-4_ARRB2_HUMAN', 9, 16), ('##gi_382545144_ref_NP_001244257.1_', 9, 16), ('##tr_F5H449_F5H449_HUMAN', 41, 46), ('##tr_Q5BJG6_Q5BJG6_HUMAN', 41, 46), ('##sp_Q15326-4_ZMY11_HUMAN', 7, 12), ('##gi_321117053_ref_NP_001189396.1_', 7, 12), ('##sp_Q15326-5_ZMY11_HUMAN', 41, 46), ('##gi_321117035_ref_NP_001189394.1_', 41, 46), ('##tr_B0QZE2_B0QZE2_HUMAN', 41, 46), ('##tr_Q5VUI0_Q5VUI0_HUMAN', 7, 12), ('sp_Q9H930-2_LY10L_HUMAN', 520, 525), ('##gi_321117043_ref_NP_001189395.1_', 41, 46), ('##sp_Q15326-2_ZMY11_HUMAN', 41, 46), ('##gi_321117022_ref_NP_001189393.1_', 41, 46), ('##tr_F6UH50_F6UH50_HUMAN', 7, 12), ('##gi_238814387_ref_NP_997644.2_', 7, 12), ('##sp_Q15326-3_ZMY11_HUMAN', 7, 12), ('##gi_321117063_ref_NP_001189397.1_', 7, 12), ('##tr_E7ENI9_E7ENI9_HUMAN', 41, 46), ('sp_Q9H930_LY10L_HUMAN', 555, 560), ('gi_134133279_ref_NP_612411.4_', 555, 560), ('##tr_J3QKD2_J3QKD2_HUMAN', 41, 46), ('##sp_Q15326_ZMY11_HUMAN', 41, 46), ('##gi_238814385_ref_NP_006615.2_', 41, 46), ('##sp_Q9ULU4-2_PKCB1_HUMAN', 160, 165), ('##sp_Q709F0-3_ACD11_HUMAN', 288, 293), ('##sp_Q709F0-2_ACD11_HUMAN', 184, 189), ('##sp_Q9HCS5_E41LA_HUMAN', 422, 430), ('##gi_87042275_ref_NP_071423.3_', 422, 430), ('##sp_Q9ULU4-4_PKCB1_HUMAN', 160, 165), ('##sp_Q709F0_ACD11_HUMAN', 288, 293), ('##gi_38505218_ref_NP_115545.3_', 288, 293), ('##sp_O95382-2_M3K6_HUMAN', 654, 661), ('##tr_H0Y894_H0Y894_HUMAN', 654, 661), ('##sp_O94886_TM63A_HUMAN', 115, 120), ('##gi_270288733_ref_NP_055513.2_', 115, 120), ('sp_Q9Y6W3_CAN7_HUMAN', 366, 371), ('gi_7656959_ref_NP_055111.1_', 366, 371), ('##sp_Q9ULU4-3_PKCB1_HUMAN', 160, 165), ('##sp_Q9ULU4-6_PKCB1_HUMAN', 188, 193), ('##tr_B7ZM62_B7ZM62_HUMAN', 160, 165), ('##tr_H7C4X9_H7C4X9_HUMAN', 188, 193), ('##tr_H7C0U2_H7C0U2_HUMAN', 188, 193), ('##sp_Q9ULU4-8_PKCB1_HUMAN', 188, 193), ('##tr_E7EVL1_E7EVL1_HUMAN', 162, 167), ('##tr_Q2HXV1_Q2HXV1_HUMAN', 160, 165), ('##sp_Q9ULU4-14_PKCB1_HUMAN', 160, 165), ('##gi_34335264_ref_NP_898869.1_', 160, 165), ('##tr_Q2HXV3_Q2HXV3_HUMAN', 188, 193), ('##sp_Q9ULU4-12_PKCB1_HUMAN', 160, 165), ('##gi_34335266_ref_NP_036540.3_', 160, 165), ('##sp_Q9ULU4-9_PKCB1_HUMAN', 188, 193), ('##sp_Q9ULU4-5_PKCB1_HUMAN', 160, 165), ('##tr_J3KPU3_J3KPU3_HUMAN', 160, 165), ('##sp_Q9ULU4_PKCB1_HUMAN', 160, 165), ('##sp_Q9ULU4-13_PKCB1_HUMAN', 188, 193), ('##gi_34335262_ref_NP_898868.1_', 188, 193), ('##sp_Q9ULU4-10_PKCB1_HUMAN', 160, 165), ('##sp_Q9ULU4-11_PKCB1_HUMAN', 188, 193), ('##sp_Q9ULU4-7_PKCB1_HUMAN', 188, 193), ('##tr_F5H0X3_F5H0X3_HUMAN', 188, 193), ('##sp_P40145_ADCY8_HUMAN', 162, 167), ('##gi_4557257_ref_NP_001106.1_', 162, 167), ('##sp_O95382-3_M3K6_HUMAN', 868, 875), ('##sp_O95382_M3K6_HUMAN', 868, 875)]	72	7.5	5	10	6
16790			[('sp_Q07960_RHG01_HUMAN', 430, 439), ('gi_4757766_ref_NP_004299.1_', 430, 439)]	120	0.00057	10	19	10
407			[('tr_A2A3R5_A2A3R5_HUMAN', 190, 199), ('sp_P62753_RS6_HUMAN', 221, 230), ('gi_17158044_ref_NP_001001.2_', 221, 230)]	96	0.014	1	9	9
8600			[('tr_J3KRB3_J3KRB3_HUMAN', 87, 96), ('tr_J3QS96_J3QS96_HUMAN', 87, 96), ('sp_P18621-2_RL17_HUMAN', 49, 58), ('gi_313569778_ref_NP_001186274.1_', 49, 58), ('tr_J3QQT2_J3QQT2_HUMAN', 87, 96), ('tr_J3KRX5_J3KRX5_HUMAN', 87, 96), ('tr_J3QLC8_J3QLC8_HUMAN', 77, 86), ('sp_P18621_RL17_HUMAN', 87, 96), ('gi_4506617_ref_NP_000976.1_', 87, 96), ('gi_78000186_ref_NP_001030178.1_', 87, 96), ('gi_313569768_ref_NP_001186269.1_', 87, 96), ('gi_313569770_ref_NP_001186270.1_', 87, 96), ('gi_313569772_ref_NP_001186271.1_', 87, 96), ('gi_313569774_ref_NP_001186272.1_', 87, 96), ('gi_313569776_ref_NP_001186273.1_', 87, 96), ('gi_313569824_ref_NP_001186285.1_', 49, 58), ('tr_J3QL51_J3QL51_HUMAN', 87, 96), ('gi_313569822_ref_NP_001186284.1_', 87, 96)]	120	7.6e-06	1	10	10
8601			[('##tr_E9PBP8_E9PBP8_HUMAN', 254, 261), ('##tr_G5E9X8_G5E9X8_HUMAN', 254, 261), ('##sp_P06133_UD2B4_HUMAN', 413, 420), ('##gi_149944509_ref_NP_066962.2_', 413, 420), ('##sp_P16662_UD2B7_HUMAN', 414, 421), ('##gi_190194389_ref_NP_001065.2_', 414, 421)]	84	4.7	10	18	8
16795			[('##tr_H0Y3X9_H0Y3X9_HUMAN', 40, 47), ('##tr_A2ABF4_A2ABF4_HUMAN', 40, 47), ('##tr_B0V044_B0V044_HUMAN', 40, 47), ('##tr_Q5SP20_Q5SP20_HUMAN', 232, 239), ('##tr_H0Y4A6_H0Y4A6_HUMAN', 1130, 1137), ('##tr_B0V043_B0V043_HUMAN', 1130, 1137), ('##sp_P26640_SYVC_HUMAN', 1130, 1137), ('##gi_5454158_ref_NP_006286.1_', 1130, 1137)]	96	0.051	11	18	8
8605			[('sp_Q9Y4E8-2_UBP15_HUMAN', 231, 243), ('gi_14149627_ref_NP_006304.1_', 231, 243), ('tr_E9PCQ3_E9PCQ3_HUMAN', 235, 247), ('sp_Q9Y4E8-3_UBP15_HUMAN', 235, 247), ('sp_Q9Y4E8_UBP15_HUMAN', 260, 272), ('gi_355330276_ref_NP_001239007.1_', 260, 272)]	156	8.6e-09	1	13	13
17406			[('sp_Q9Y3A5_SBDS_HUMAN', 99, 115), ('gi_28416940_ref_NP_057122.2_', 99, 115)]	204	4.5e-14	1	17	17
16800			[('##sp_Q13813-3_SPTN1_HUMAN', 2059, 2067), ('##gi_306966132_ref_NP_001182461.1_', 2059, 2067), ('##sp_Q13813_SPTN1_HUMAN', 2079, 2087), ('##gi_154759259_ref_NP_003118.2_', 2079, 2087), ('##tr_A6NG51_A6NG51_HUMAN', 2084, 2092), ('##sp_Q13813-2_SPTN1_HUMAN', 2084, 2092), ('##gi_194595509_ref_NP_001123910.1_', 2084, 2092)]	108	0.1	22	30	9
8609			[('sp_P35580_MYH10_HUMAN', 1002, 1021), ('gi_367460087_ref_NP_005955.3_', 1002, 1021), ('gi_367460090_ref_NP_001243024.1_', 1011, 1030), ('tr_F8W6L6_F8W6L6_HUMAN', 1018, 1037), ('sp_P35580-2_MYH10_HUMAN', 1018, 1037), ('sp_P35580-3_MYH10_HUMAN', 1023, 1042), ('sp_P35580-4_MYH10_HUMAN', 1033, 1052), ('gi_365192532_ref_NP_001242941.1_', 1033, 1052)]	204	1.4e-12	1	20	19
16802			[('##tr_K7ENX9_K7ENX9_HUMAN', 10, 14), ('tr_D6RGW1_D6RGW1_HUMAN', 36, 41), ('tr_M0QYJ5_M0QYJ5_HUMAN', 3, 7), ('tr_M0QZ56_M0QZ56_HUMAN', 29, 33), ('tr_H0Y968_H0Y968_HUMAN', 67, 71), ('tr_M0R2B6_M0R2B6_HUMAN', 29, 33), ('##tr_H7C1Z5_H7C1Z5_HUMAN', 59, 63), ('tr_I3L334_I3L334_HUMAN', 59, 63), ('##tr_K7EMF5_K7EMF5_HUMAN', 10, 14), ('tr_M0R3E3_M0R3E3_HUMAN', 18, 22), ('tr_M0QY95_M0QY95_HUMAN', 38, 42), ('tr_M0QXT4_M0QXT4_HUMAN', 38, 42), ('tr_H0YBH9_H0YBH9_HUMAN', 86, 90), ('tr_F8VRD8_F8VRD8_HUMAN', 86, 90), ('tr_G5E974_G5E974_HUMAN', 38, 42), ('tr_M0QXB8_M0QXB8_HUMAN', 29, 33), ('gi_222418654_ref_NP_663299.2_', 38, 42), ('##tr_C9JT74_C9JT74_HUMAN', 56, 60), ('tr_I3L4D9_I3L4D9_HUMAN', 60, 64), ('tr_M0QXG3_M0QXG3_HUMAN', 60, 64), ('tr_M0R0L5_M0R0L5_HUMAN', 60, 64), ('##tr_B5MBY8_B5MBY8_HUMAN', 87, 91), ('##sp_Q9Y5M1_F215A_HUMAN', 42, 46), ('tr_E9PE46_E9PE46_HUMAN', 60, 64), ('sp_Q8NEM1-2_ZN680_HUMAN', 38, 42), ('gi_194097409_ref_NP_001123494.1_', 38, 42), ('##tr_F8WES5_F8WES5_HUMAN', 120, 124), ('tr_M0R392_M0R392_HUMAN', 60, 64), ('tr_F5GZQ5_F5GZQ5_HUMAN', 31, 35), ('tr_M0R0N2_M0R0N2_HUMAN', 60, 64), ('tr_I3L0C4_I3L0C4_HUMAN', 31, 35), ('sp_Q8NE65_ZN738_HUMAN', 60, 64), ('tr_H7C218_H7C218_HUMAN', 64, 68), ('##tr_C9JQA7_C9JQA7_HUMAN', 137, 141), ('##tr_J3KRC5_J3KRC5_HUMAN', 137, 141), ('##sp_Q7Z6J4-4_FGD2_HUMAN', 105, 109), ('tr_E7EX21_E7EX21_HUMAN', 333, 337), ('tr_K7EL00_K7EL00_HUMAN', 91, 95), ('##tr_K7EP64_K7EP64_HUMAN', 72, 76), ('##tr_D6RGJ1_D6RGJ1_HUMAN', 60, 64), ('tr_D6RDK7_D6RDK7_HUMAN', 36, 40), ('sp_Q8NBF4_YG006_HUMAN', 36, 40), ('tr_H7BXM4_H7BXM4_HUMAN', 57, 61), ('tr_M0R071_M0R071_HUMAN', 60, 64), ('tr_E7EWL8_E7EWL8_HUMAN', 273, 277), ('gi_291045249_ref_NP_542995.3_', 273, 277), ('tr_C9JQG9_C9JQG9_HUMAN', 82, 86), ('##tr_C9K049_C9K049_HUMAN', 160, 164), ('sp_Q5TAT6-9_CODA1_HUMAN', 302, 306), ('tr_E7ES50_E7ES50_HUMAN', 267, 271), ('sp_Q5TAT6-10_CODA1_HUMAN', 267, 271), ('gi_291045257_ref_NP_542988.3_', 267, 271), ('sp_P18509_PACA_HUMAN', 91, 95), ('gi_153266795_ref_NP_001108.2_', 91, 95), ('gi_153266792_ref_NP_001093203.1_', 91, 95), ('##sp_Q7Z6J9-2_SEN54_HUMAN', 137, 141), ('tr_H7C0X5_H7C0X5_HUMAN', 103, 107), ('sp_Q5TAT6-4_CODA1_HUMAN', 302, 306), ('gi_291045253_ref_NP_542992.3_', 302, 306), ('##tr_B0QY08_B0QY08_HUMAN', 60, 64), ('##tr_H0YAQ9_H0YAQ9_HUMAN', 29, 33), ('sp_Q5TAT6-3_CODA1_HUMAN', 302, 306), ('sp_Q5TAT6-8_CODA1_HUMAN', 305, 309), ('gi_291045255_ref_NP_542990.3_', 305, 309), ('tr_E7ES56_E7ES56_HUMAN', 295, 299), ('tr_E9PEG9_E9PEG9_HUMAN', 324, 328), ('sp_Q5TAT6-7_CODA1_HUMAN', 324, 328), ('tr_E7ES55_E7ES55_HUMAN', 302, 306), ('sp_Q5TAT6-2_CODA1_HUMAN', 302, 306), ('gi_291045242_ref_NP_542991.3_', 302, 306), ('tr_E7ES51_E7ES51_HUMAN', 305, 309), ('tr_E7ES49_E7ES49_HUMAN', 324, 328), ('sp_Q5TAT6-5_CODA1_HUMAN', 324, 328), ('tr_E7ES47_E7ES47_HUMAN', 324, 328), ('sp_Q5TAT6-6_CODA1_HUMAN', 324, 328), ('tr_E7ES46_E7ES46_HUMAN', 312, 316), ('tr_H7C1A0_H7C1A0_HUMAN', 138, 144), ('tr_G5E987_G5E987_HUMAN', 324, 328), ('sp_Q5TAT6_CODA1_HUMAN', 324, 328), ('gi_194294532_ref_NP_001123575.1_', 324, 328), ('##tr_E7ENW1_E7ENW1_HUMAN', 185, 189), ('tr_C9JN33_C9JN33_HUMAN', 33, 37), ('##tr_C9J8X5_C9J8X5_HUMAN', 210, 214), ('##tr_C9J598_C9J598_HUMAN', 133, 137), ('##tr_D6RA08_D6RA08_HUMAN', 136, 140), ('sp_Q6BDI9_REP15_HUMAN', 167, 171), ('gi_71274164_ref_NP_001025045.1_', 167, 171), ('##tr_H0Y6W4_H0Y6W4_HUMAN', 153, 157), ('##tr_D6RIS0_D6RIS0_HUMAN', 214, 218), ('##tr_D6R934_D6R934_HUMAN', 158, 162), ('##sp_P02746_C1QB_HUMAN', 158, 162), ('##gi_87298828_ref_NP_000482.3_', 158, 162), ('##tr_C9JC74_C9JC74_HUMAN', 178, 182), ('##sp_Q6ZMJ2-4_SCAR5_HUMAN', 135, 139), ('##tr_B5MDG7_B5MDG7_HUMAN', 281, 285), ('sp_Q8IVE0_CROL2_HUMAN', 210, 214), ('##sp_Q8N5S3_CB073_HUMAN', 203, 207), ('##gi_154240728_ref_NP_001093866.1_', 203, 207), ('sp_P14678-3_RSMB_HUMAN', 267, 271), ('sp_Q96BT1_CC049_HUMAN', 15, 19)]	60	82.0	10	14	5
8611			[('sp_Q16666-3_IF16_HUMAN', 452, 466), ('sp_Q16666-2_IF16_HUMAN', 508, 522), ('sp_Q16666-6_IF16_HUMAN', 508, 522), ('gi_330864753_ref_NP_001193496.1_', 508, 522), ('gi_112789562_ref_NP_005522.2_', 508, 522), ('tr_E7EPR3_E7EPR3_HUMAN', 512, 526), ('sp_Q16666_IF16_HUMAN', 564, 578)]	180	3.7e-10	3	17	15
420			[('sp_Q9Y265-2_RUVB1_HUMAN', 12, 22), ('sp_Q9Y265_RUVB1_HUMAN', 12, 22), ('gi_4506753_ref_NP_003698.1_', 12, 22)]	132	3.1e-06	1	11	11
421			[('sp_P06744_G6PI_HUMAN', 551, 558), ('gi_18201905_ref_NP_000166.2_', 551, 558), ('sp_P06744-2_G6PI_HUMAN', 562, 569), ('gi_296080693_ref_NP_001171651.1_', 562, 569)]	96	0.028	1	8	8
423			[('sp_O00487_PSDE_HUMAN', 240, 246), ('gi_5031981_ref_NP_005796.1_', 240, 246)]	84	0.3	1	7	7
